job_ts,time,mode6_lat,mode6_lon,3hydro_lat,3hydro_lon
20260612_105200,85201,53.8346331073504,17.650070097082807,,
20260612_105200,85202,53.83432398296678,17.64998164384897,53.83432398296678,17.64998164384897
20260612_105200,85203,53.834811003328284,17.65000763005918,,
20260612_105200,85204,53.834555242672664,17.649918179060585,53.834555242672664,17.649918179060585
20260612_105200,85205,71.09294253304199,-19.177074405060537,,
20260612_105200,85206,-36.94645375296875,40.177158031008176,,
20260612_105200,85207,53.83389922936025,17.65000417551318,53.83389922936025,17.65000417551318
20260612_105200,85208,53.83496247191742,17.65026038848852,53.83496247191742,17.65026038848852
20260612_105200,85209,-35.55143040702148,8.814714957237346,,
20260612_105215,85215,45.27507483618164,-15.28945867228807,,
20260612_105215,85216,53.83496029839356,17.649990421781084,53.83496029839356,17.649990421781084
20260612_105215,85217,53.834641679824045,17.65023168141319,53.834641679824045,17.65023168141319
20260612_105215,85218,53.8336838143109,17.650276103173518,53.8336838143109,17.650276103173518
20260612_105215,85219,53.83436291595307,17.650190080547638,53.83436291595307,17.650190080547638
20260612_105215,85220,-25.980866793228152,-38.51808007467927,,
20260612_105215,85221,148.60812842504882,-56.089846770254624,,
20260612_105215,85222,53.833820005803815,17.650034907125793,53.833820005803815,17.650034907125793
20260612_105215,85223,53.834467263238004,17.650049352058865,53.834467263238004,17.650049352058865
20260612_105215,85224,53.834539435690395,17.649968288268397,53.834539435690395,17.649968288268397
