job_ts,time,mode6_lat,mode6_lon,3hydro_lat,3hydro_lon
20260520_120725,100725,53.83601601243904,17.64780467729278,53.83601601243904,17.64780467729278
20260520_120725,100726,53.83612864220081,17.647848934895354,53.83612864220081,17.647848934895354
20260520_120725,100727,53.83609398662222,17.647804544216438,53.83609398662222,17.647804544216438
20260520_120725,100728,53.836089361787806,17.647804612691544,53.836089361787806,17.647804612691544
20260520_120725,100729,53.83631037257974,17.64783881137683,53.83631037257974,17.64783881137683
20260520_120725,100730,53.836188675488046,17.64780510201038,53.836188675488046,17.64780510201038
20260520_120725,100731,-125.35648798002929,71.29048611607325,,
20260520_120725,100732,53.83620312000435,17.647788666233268,53.83620312000435,17.647788666233268
20260520_120725,100733,53.83619323844112,17.647796608492918,53.83619323844112,17.647796608492918
20260520_120725,100734,53.83612310123732,17.64782621557546,53.83612310123732,17.64782621557546
20260520_120725,100735,53.83615678440678,17.647812321155637,53.83615678440678,17.647812321155637
20260520_120725,100736,53.835598927130945,17.64757542696907,53.835598927130945,17.64757542696907
20260520_120725,100737,53.8360778984628,17.647809815428943,53.8360778984628,17.647809815428943
20260520_120725,100738,10.29040075288086,-56.950356628611004,,
20260520_120725,100739,53.83614393615943,17.647741815594987,53.83614393615943,17.647741815594987
20260520_120725,100740,53.836259682053615,17.647836253758552,53.836259682053615,17.647836253758552
20260520_120725,100741,53.83633963339748,17.6478653916488,53.838358697606594,17.647379903407895
20260520_120725,100742,-29.313294162890625,-21.75897137443655,,
20260520_120725,100743,57.86513448701172,-64.70183915291649,,
20260520_120725,100744,53.8362944274491,17.648685592817138,53.8362944274491,17.648685592817138
20260520_120800,100800,53.83586827109374,17.647975224115438,53.83586827109374,17.647975224115438
20260520_120800,100801,53.83604239701587,17.64793288276186,53.83604239701587,17.64793288276186
20260520_120800,100802,53.83630024974387,17.647890247809872,53.83630024974387,17.647890247809872
20260520_120800,100803,53.83637348057686,17.64817961981668,53.83637348057686,17.64817961981668
20260520_120800,100804,53.836058052715394,17.64803086999596,53.836058052715394,17.64803086999596
20260520_120800,100805,53.83611832484365,17.648059434608072,53.83611832484365,17.648059434608072
20260520_120800,100806,53.83597313678498,17.647866483954992,53.83597313678498,17.647866483954992
20260520_120800,100807,53.83610939925522,17.647862255842128,53.83610939925522,17.647862255842128
20260520_120800,100808,53.83601768178311,17.647880511263683,53.83601768178311,17.647880511263683
20260520_120800,100809,53.836001581024284,17.64788031128586,53.836001581024284,17.64788031128586
20260520_120800,100810,53.836029622153355,17.647923751818986,53.836029622153355,17.647923751818986
20260520_120800,100811,53.83589297448571,17.64777301996463,53.83589297448571,17.64777301996463
20260520_120800,100812,53.83620389352099,17.647891143826993,53.83620389352099,17.647891143826993
20260520_120800,100813,53.83590017165399,17.6478359792645,53.83590017165399,17.6478359792645
20260520_120800,100814,53.835951277532395,17.64792986934173,53.835951277532395,17.64792986934173
20260520_120800,100815,53.836001932694984,17.64791972091446,53.836001932694984,17.64791972091446
20260520_120800,100816,53.83618659937481,17.647947455716647,,
20260520_120800,100817,53.83605416092944,17.647827639859653,53.83605416092944,17.647827639859653
20260520_120800,100818,53.83580937808594,17.64766057779791,53.83580937808594,17.64766057779791
20260520_120800,100819,nan,nan,,
20260520_120825,100825,53.83630124846236,17.648051062374208,53.83630124846236,17.648051062374208
20260520_120825,100826,53.83625144801926,17.648024109011953,53.83625144801926,17.648024109011953
20260520_120825,100827,53.83646841377507,17.648096974374536,53.83646841377507,17.648096974374536
20260520_120825,100828,53.83619323834197,17.648111187333342,53.83619323834197,17.648111187333342
20260520_120825,100829,53.83631562546167,17.648077407199597,53.83631562546167,17.648077407199597
20260520_120825,100830,53.83616230808565,17.64804734076336,53.83616230808565,17.64804734076336
20260520_120825,100831,53.83616056750908,17.64810537782131,,
20260520_120825,100832,53.83623026950957,17.64805973701445,53.83623026950957,17.64805973701445
20260520_120825,100833,53.836047678049276,17.64791424627092,53.836047678049276,17.64791424627092
20260520_120825,100834,53.83604582435102,17.64792531567213,53.83604582435102,17.64792531567213
20260520_120825,100835,53.83618469470535,17.648062669540128,53.83618469470535,17.648062669540128
20260520_120825,100836,53.83614285883657,17.648133551552274,53.83614285883657,17.648133551552274
20260520_120825,100837,53.83615115068573,17.64805842042266,53.83615115068573,17.64805842042266
20260520_120825,100838,53.83615950790432,17.647937112975512,53.83615950790432,17.647937112975512
20260520_120825,100839,53.836177538809,17.64790224995255,53.836177538809,17.64790224995255
20260520_120825,100840,53.836170927431496,17.647865170461,53.836170927431496,17.647865170461
20260520_120825,100841,53.83627320253127,17.64788538555818,53.83627320253127,17.64788538555818
20260520_120825,100842,53.83613173190659,17.647841248435338,53.83613173190659,17.647841248435338
20260520_120825,100843,53.83612917759418,17.647847077615886,53.83612917759418,17.647847077615886
20260520_120825,100844,53.835999903252635,17.647767919823615,53.835999903252635,17.647767919823615
20260520_120900,100900,53.83634126960105,17.648134995942364,53.83634126960105,17.648134995942364
20260520_120900,100901,53.83615953223416,17.648042497192737,53.83615953223416,17.648042497192737
20260520_120900,100902,53.83619524740687,17.647947210572923,53.83619524740687,17.647947210572923
20260520_120900,100903,53.836296630290335,17.648055166136707,53.836296630290335,17.648055166136707
20260520_120900,100904,53.83610350157786,17.647945786468366,53.83610350157786,17.647945786468366
20260520_120900,100905,53.8359627013113,17.64788367836738,53.8359627013113,17.64788367836738
20260520_120900,100906,53.83618184584617,17.648033827959562,53.83618184584617,17.648033827959562
20260520_120900,100907,53.83605770412482,17.648037006476716,53.83605770412482,17.648037006476716
20260520_120900,100908,53.83607747351248,17.64805913570656,53.83607747351248,17.64805913570656
20260520_120900,100909,53.836241745340075,17.64801216696944,53.836241745340075,17.64801216696944
20260520_120900,100910,53.83615770976602,17.648049962369,53.83615770976602,17.648049962369
20260520_120900,100911,53.83603473615832,17.6481010518243,53.83603473615832,17.6481010518243
20260520_120900,100912,53.83647334720243,17.648108935768555,53.83647334720243,17.648108935768555
20260520_120900,100913,53.83612264322524,17.647967407459532,53.83612264322524,17.647967407459532
20260520_120900,100914,53.83600343629096,17.64797883575275,53.83600343629096,17.64797883575275
20260520_120900,100915,53.836118305248704,17.647902315750432,53.836118305248704,17.647902315750432
20260520_120900,100916,53.83509294859256,17.64804232114193,53.83509294859256,17.64804232114193
20260520_120900,100917,53.83610793763709,17.648112879903653,53.83610793763709,17.648112879903653
20260520_120900,100918,53.836075064328234,17.648044485796568,53.836075064328234,17.648044485796568
20260520_120900,100919,-127.27520569864748,11.438520822736512,,
20260520_120925,100925,53.83633186972697,17.647802361527418,53.83633186972697,17.647802361527418
20260520_120925,100926,53.83597136163853,17.647936333615394,53.83597136163853,17.647936333615394
20260520_120925,100927,53.83590361558722,17.647972370339737,53.83590361558722,17.647972370339737
20260520_120925,100928,53.835919527112075,17.64794882456326,53.835919527112075,17.64794882456326
20260520_120925,100929,53.83595612029924,17.647928037025114,53.83595612029924,17.647928037025114
20260520_120925,100930,53.83597257638758,17.647912997173535,53.83597257638758,17.647912997173535
20260520_120925,100931,53.83604013734648,17.647929920715423,53.83604013734648,17.647929920715423
20260520_120925,100932,53.83612873416407,17.64799637830932,53.83612873416407,17.64799637830932
20260520_120925,100933,53.83618241338895,17.6480113352605,53.83618241338895,17.6480113352605
20260520_120925,100934,53.83610599629993,17.64801957215926,53.83610599629993,17.64801957215926
20260520_120925,100935,53.83612903745197,17.64792954452758,53.83612903745197,17.64792954452758
20260520_120925,100936,53.83607296151909,17.64783964963373,53.83607296151909,17.64783964963373
20260520_120925,100937,53.83607573232619,17.647965258081726,53.83607573232619,17.647965258081726
20260520_120925,100938,53.83602883488605,17.64790344077363,53.83602883488605,17.64790344077363
20260520_120925,100939,53.835988629956,17.64780276017268,53.835988629956,17.64780276017268
20260520_120925,100940,53.8360387450362,17.647773639247248,53.8360387450362,17.647773639247248
20260520_120925,100941,53.836005058864004,17.64777211748742,53.836005058864004,17.64777211748742
20260520_120925,100942,53.836192826615466,17.647889550515732,53.836192826615466,17.647889550515732
20260520_120925,100943,53.835887353895835,17.647820807489627,53.835887353895835,17.647820807489627
